Episode_ID,Asset_ID,Status_Type,Alarm_Type,Duration_Hours,Start_Time,End_Time,Primary_Department,Responsible_Team,Original_Fault_Type
2053,0.0,5.0,Grid Frequency Deviation,0.67,2022-01-07 18:10:00,2022-01-07 18:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2054,0.0,5.0,Momentary Grid Loss,0.83,2022-01-07 20:00:00,2022-01-07 20:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2055,0.0,5.0,Emergency Brake Activation,3.5,2022-01-07 21:50:00,2022-01-08 01:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2056,0.0,5.0,Main Controller Fault,11.17,2022-01-08 03:10:00,2022-01-08 14:20:00,Software & Controls,SCADA & Controls Team,Unknown
2057,0.0,5.0,Safety System Activation,3.83,2022-01-08 16:20:00,2022-01-08 20:10:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2058,0.0,5.0,Grid Voltage Fluctuation,0.0,2022-01-08 21:20:00,2022-01-08 21:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2059,0.0,5.0,Overspeed Protection Triggered,2.83,2022-01-09 00:20:00,2022-01-09 03:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2060,0.0,5.0,Momentary Grid Loss,0.5,2022-01-09 07:00:00,2022-01-09 07:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2061,0.0,5.0,Grid Voltage Fluctuation,0.33,2022-01-09 09:50:00,2022-01-09 10:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2062,0.0,5.0,Grid Frequency Deviation,1.17,2022-01-09 11:10:00,2022-01-09 12:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2063,0.0,5.0,Safety System Activation,3.0,2022-01-09 21:40:00,2022-01-10 00:40:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2064,0.0,5.0,Grid Voltage Fluctuation,1.17,2022-01-10 02:20:00,2022-01-10 03:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2065,0.0,5.0,Grid Frequency Deviation,0.33,2022-01-10 04:40:00,2022-01-10 05:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2066,0.0,5.0,Safety System Activation,4.33,2022-01-10 06:00:00,2022-01-10 10:20:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2067,0.0,5.0,Grid Voltage Fluctuation,0.33,2022-01-10 11:20:00,2022-01-10 11:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2068,0.0,5.0,Grid Frequency Deviation,0.67,2022-01-10 15:20:00,2022-01-10 16:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2069,0.0,5.0,Momentary Grid Loss,1.5,2022-01-10 17:40:00,2022-01-10 19:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2070,0.0,5.0,Grid Voltage Fluctuation,0.0,2022-01-11 09:10:00,2022-01-11 09:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2071,0.0,5.0,Extended Grid Outage,6.83,2022-01-11 17:10:00,2022-01-12 00:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2072,0.0,5.0,Momentary Grid Loss,1.33,2022-01-12 03:50:00,2022-01-12 05:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2073,0.0,5.0,Extended Grid Outage,6.17,2022-01-12 06:30:00,2022-01-12 12:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2074,0.0,5.0,Grid Frequency Deviation,0.0,2022-01-12 20:00:00,2022-01-12 20:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2075,0.0,5.0,Safety System Activation,4.33,2022-01-12 23:00:00,2022-01-13 03:20:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2076,0.0,5.0,Grid Voltage Fluctuation,1.17,2022-01-13 05:30:00,2022-01-13 06:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2077,0.0,5.0,Grid Frequency Deviation,1.67,2022-01-13 07:50:00,2022-01-13 09:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2078,0.0,5.0,Momentary Grid Loss,1.83,2022-01-13 11:10:00,2022-01-13 13:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2079,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-01-14 01:30:00,2022-01-14 01:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2080,0.0,5.0,Grid Frequency Deviation,1.33,2022-01-14 07:10:00,2022-01-14 08:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2081,0.0,5.0,Momentary Grid Loss,1.33,2022-01-14 10:20:00,2022-01-14 11:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2082,0.0,5.0,Emergency Brake Activation,3.0,2022-01-14 13:00:00,2022-01-14 16:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2083,0.0,5.0,Grid Frequency Deviation,0.83,2022-01-14 22:30:00,2022-01-14 23:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2084,0.0,5.0,Momentary Grid Loss,1.17,2022-01-15 02:20:00,2022-01-15 03:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2085,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-01-15 04:50:00,2022-01-15 05:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2086,0.0,5.0,Overspeed Protection Triggered,4.17,2022-01-15 06:40:00,2022-01-15 10:50:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2087,0.0,5.0,Momentary Grid Loss,1.67,2022-01-15 12:20:00,2022-01-15 14:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2088,0.0,5.0,Emergency Brake Activation,2.5,2022-01-15 18:00:00,2022-01-15 20:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2089,0.0,5.0,Overspeed Protection Triggered,2.33,2022-01-15 23:20:00,2022-01-16 01:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2090,0.0,5.0,Momentary Grid Loss,0.67,2022-01-16 02:50:00,2022-01-16 03:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2091,0.0,5.0,Grid Voltage Fluctuation,1.0,2022-01-16 06:10:00,2022-01-16 07:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2092,0.0,5.0,Overspeed Protection Triggered,2.17,2022-01-16 08:40:00,2022-01-16 10:50:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2093,0.0,5.0,Extended Grid Outage,7.5,2022-01-16 21:10:00,2022-01-17 04:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2094,0.0,5.0,Emergency Brake Activation,3.5,2022-01-17 06:00:00,2022-01-17 09:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2095,0.0,5.0,Grid Frequency Deviation,0.5,2022-01-17 11:20:00,2022-01-17 11:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2096,0.0,5.0,Momentary Grid Loss,0.17,2022-01-17 22:00:00,2022-01-17 22:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2097,0.0,5.0,Emergency Brake Activation,4.17,2022-01-17 23:50:00,2022-01-18 04:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2098,0.0,5.0,Grid Frequency Deviation,1.5,2022-01-18 05:10:00,2022-01-18 06:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2099,0.0,5.0,Extended Grid Outage,10.83,2022-01-18 07:40:00,2022-01-18 18:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2100,0.0,5.0,Grid Voltage Fluctuation,0.0,2022-01-18 21:10:00,2022-01-18 21:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2101,0.0,5.0,Grid Frequency Deviation,0.17,2022-01-19 02:30:00,2022-01-19 02:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2102,0.0,5.0,Momentary Grid Loss,0.17,2022-01-19 04:30:00,2022-01-19 04:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2103,0.0,5.0,Extended Grid Outage,5.33,2022-01-19 07:20:00,2022-01-19 12:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2104,0.0,5.0,Overspeed Protection Triggered,2.67,2022-01-19 18:30:00,2022-01-19 21:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2105,0.0,5.0,Momentary Grid Loss,0.83,2022-01-19 22:20:00,2022-01-19 23:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2106,0.0,5.0,Main Controller Fault,8.0,2022-01-20 00:50:00,2022-01-20 08:50:00,Software & Controls,SCADA & Controls Team,Unknown
2107,0.0,5.0,Overspeed Protection Triggered,2.17,2022-01-20 11:10:00,2022-01-20 13:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2108,0.0,5.0,Momentary Grid Loss,0.17,2022-01-20 23:00:00,2022-01-20 23:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2109,0.0,5.0,Extended Grid Outage,11.5,2022-01-21 00:50:00,2022-01-21 12:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2110,0.0,5.0,Grid Frequency Deviation,1.17,2022-01-21 21:30:00,2022-01-21 22:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2111,0.0,5.0,Momentary Grid Loss,0.0,2022-01-22 01:30:00,2022-01-22 01:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2112,0.0,5.0,Grid Voltage Fluctuation,0.5,2022-01-22 04:10:00,2022-01-22 04:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2113,0.0,5.0,Grid Frequency Deviation,0.67,2022-01-22 09:40:00,2022-01-22 10:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2114,0.0,5.0,Momentary Grid Loss,1.33,2022-01-22 12:30:00,2022-01-22 13:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2115,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-01-22 18:40:00,2022-01-22 18:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2116,0.0,5.0,Overspeed Protection Triggered,2.67,2022-01-22 20:00:00,2022-01-22 22:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2117,0.0,5.0,Momentary Grid Loss,0.0,2022-01-23 00:10:00,2022-01-23 00:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2118,0.0,5.0,Emergency Brake Activation,4.17,2022-01-23 01:50:00,2022-01-23 06:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2119,0.0,5.0,Grid Frequency Deviation,0.67,2022-01-23 11:40:00,2022-01-23 12:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2120,0.0,5.0,Safety System Activation,4.0,2022-01-23 19:10:00,2022-01-23 23:10:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2121,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-01-24 00:40:00,2022-01-24 00:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2122,0.0,5.0,Grid Frequency Deviation,0.33,2022-01-24 12:20:00,2022-01-24 12:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2123,0.0,5.0,Safety System Activation,4.17,2022-01-24 18:50:00,2022-01-24 23:00:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2124,0.0,5.0,Main Controller Fault,6.67,2022-01-25 00:40:00,2022-01-25 07:20:00,Software & Controls,SCADA & Controls Team,Unknown
2125,0.0,5.0,Extended Grid Outage,36.83,2022-01-25 22:20:00,2022-01-27 11:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2126,0.0,5.0,Momentary Grid Loss,1.5,2022-01-27 12:20:00,2022-01-27 13:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2127,0.0,5.0,Emergency Brake Activation,3.33,2022-01-27 18:20:00,2022-01-27 21:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2128,0.0,5.0,Grid Frequency Deviation,1.0,2022-01-27 22:40:00,2022-01-27 23:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2129,0.0,5.0,Extended Grid Outage,13.33,2022-01-28 00:40:00,2022-01-28 14:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2130,0.0,5.0,Grid Voltage Fluctuation,0.83,2022-01-28 15:20:00,2022-01-28 16:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2131,0.0,5.0,Grid Frequency Deviation,0.5,2022-01-28 17:30:00,2022-01-28 18:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2132,0.0,5.0,Momentary Grid Loss,0.5,2022-01-28 19:50:00,2022-01-28 20:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2133,0.0,5.0,Extended Grid Outage,12.33,2022-01-28 21:20:00,2022-01-29 09:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2134,0.0,5.0,Overspeed Protection Triggered,3.67,2022-01-29 10:50:00,2022-01-29 14:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2135,0.0,5.0,Safety System Activation,3.67,2022-01-29 15:50:00,2022-01-29 19:30:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2136,0.0,5.0,Grid Voltage Fluctuation,0.5,2022-01-30 01:10:00,2022-01-30 01:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2137,0.0,5.0,Grid Frequency Deviation,0.0,2022-01-30 03:20:00,2022-01-30 03:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2138,0.0,5.0,Momentary Grid Loss,0.0,2022-01-30 06:40:00,2022-01-30 06:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2139,0.0,5.0,Grid Voltage Fluctuation,0.5,2022-01-31 06:20:00,2022-01-31 06:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2140,0.0,5.0,Main Controller Fault,6.33,2022-01-31 08:40:00,2022-01-31 15:00:00,Software & Controls,SCADA & Controls Team,Unknown
2141,0.0,5.0,Extended Grid Outage,10.67,2022-01-31 16:00:00,2022-02-01 02:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2142,0.0,5.0,Grid Voltage Fluctuation,1.33,2022-02-01 12:40:00,2022-02-01 14:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2143,0.0,5.0,Grid Frequency Deviation,1.5,2022-02-02 00:40:00,2022-02-02 02:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2144,0.0,5.0,Momentary Grid Loss,0.5,2022-02-02 09:00:00,2022-02-02 09:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2145,0.0,5.0,Grid Voltage Fluctuation,0.33,2022-02-02 10:40:00,2022-02-02 11:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2146,0.0,5.0,Overspeed Protection Triggered,2.67,2022-02-04 23:50:00,2022-02-05 02:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2147,0.0,5.0,Safety System Activation,4.5,2022-02-05 05:50:00,2022-02-05 10:20:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2148,0.0,5.0,Emergency Brake Activation,3.33,2022-02-05 11:30:00,2022-02-05 14:50:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2149,0.0,5.0,Overspeed Protection Triggered,4.17,2022-02-05 19:00:00,2022-02-05 23:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2150,0.0,5.0,Safety System Activation,4.83,2022-02-06 01:50:00,2022-02-06 06:40:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2151,0.0,5.0,Emergency Brake Activation,4.67,2022-02-06 07:40:00,2022-02-06 12:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2152,0.0,5.0,Main Controller Fault,6.83,2022-02-06 19:40:00,2022-02-07 02:30:00,Software & Controls,SCADA & Controls Team,Unknown
2153,0.0,5.0,Momentary Grid Loss,0.67,2022-02-07 03:30:00,2022-02-07 04:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2154,0.0,5.0,Grid Voltage Fluctuation,1.67,2022-02-07 05:20:00,2022-02-07 07:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2155,0.0,5.0,Grid Frequency Deviation,0.0,2022-02-07 13:40:00,2022-02-07 13:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2156,0.0,5.0,Momentary Grid Loss,0.0,2022-02-07 21:10:00,2022-02-07 21:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2157,0.0,5.0,Grid Voltage Fluctuation,0.33,2022-02-07 22:20:00,2022-02-07 22:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2158,0.0,5.0,Main Controller Fault,8.5,2022-02-08 00:40:00,2022-02-08 09:10:00,Software & Controls,SCADA & Controls Team,Unknown
2159,0.0,5.0,Momentary Grid Loss,0.17,2022-02-08 18:10:00,2022-02-08 18:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2160,0.0,5.0,Emergency Brake Activation,2.0,2022-02-09 01:20:00,2022-02-09 03:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2161,0.0,5.0,Extended Grid Outage,14.83,2022-02-09 05:20:00,2022-02-09 20:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2162,0.0,5.0,Momentary Grid Loss,0.17,2022-02-12 06:40:00,2022-02-12 06:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2163,0.0,5.0,Emergency Brake Activation,3.33,2022-02-12 08:20:00,2022-02-12 11:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2164,0.0,5.0,Main Controller Fault,9.17,2022-02-12 22:20:00,2022-02-13 07:30:00,Software & Controls,SCADA & Controls Team,Unknown
2165,0.0,5.0,Momentary Grid Loss,0.67,2022-02-13 09:30:00,2022-02-13 10:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2166,0.0,5.0,Emergency Brake Activation,4.17,2022-02-13 11:30:00,2022-02-13 15:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2167,0.0,5.0,Grid Frequency Deviation,0.17,2022-02-13 20:50:00,2022-02-13 21:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2168,0.0,5.0,Momentary Grid Loss,0.0,2022-02-17 06:50:00,2022-02-17 06:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2169,0.0,5.0,Extended Grid Outage,5.17,2022-02-17 10:40:00,2022-02-17 15:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2170,0.0,5.0,Grid Frequency Deviation,0.17,2022-02-17 20:10:00,2022-02-17 20:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2171,0.0,5.0,Momentary Grid Loss,0.83,2022-02-17 21:40:00,2022-02-17 22:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2172,0.0,5.0,Emergency Brake Activation,3.0,2022-02-18 01:30:00,2022-02-18 04:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2173,0.0,5.0,Grid Frequency Deviation,0.5,2022-02-18 05:50:00,2022-02-18 06:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2174,0.0,5.0,Momentary Grid Loss,1.0,2022-02-18 07:50:00,2022-02-18 08:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2175,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-02-19 10:30:00,2022-02-19 10:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2176,0.0,5.0,Overspeed Protection Triggered,2.0,2022-02-20 02:00:00,2022-02-20 04:00:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2177,0.0,5.0,Safety System Activation,2.17,2022-02-21 19:00:00,2022-02-21 21:10:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2178,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-02-21 22:20:00,2022-02-21 22:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2179,0.0,5.0,Grid Frequency Deviation,0.17,2022-02-22 00:30:00,2022-02-22 00:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2180,0.0,5.0,Momentary Grid Loss,1.5,2022-02-22 02:20:00,2022-02-22 03:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2181,0.0,5.0,Grid Voltage Fluctuation,0.67,2022-02-22 05:10:00,2022-02-22 05:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2182,0.0,5.0,Grid Frequency Deviation,0.0,2022-02-22 07:20:00,2022-02-22 07:20:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2183,0.0,5.0,Extended Grid Outage,8.5,2022-02-22 08:20:00,2022-02-22 16:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2184,0.0,5.0,Grid Voltage Fluctuation,0.0,2022-02-22 18:40:00,2022-02-22 18:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2185,0.0,5.0,Overspeed Protection Triggered,2.33,2022-02-22 19:50:00,2022-02-22 22:10:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2186,0.0,5.0,Main Controller Fault,9.83,2022-02-22 23:10:00,2022-02-23 09:00:00,Software & Controls,SCADA & Controls Team,Unknown
2187,0.0,5.0,Grid Voltage Fluctuation,0.0,2022-02-23 11:50:00,2022-02-23 11:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2188,0.0,5.0,Main Controller Fault,10.83,2022-02-23 18:30:00,2022-02-24 05:20:00,Software & Controls,SCADA & Controls Team,Unknown
2189,0.0,5.0,Momentary Grid Loss,1.67,2022-02-24 06:30:00,2022-02-24 08:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2190,0.0,5.0,Grid Voltage Fluctuation,1.0,2022-02-24 09:10:00,2022-02-24 10:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2191,0.0,5.0,Overspeed Protection Triggered,2.33,2022-02-24 16:20:00,2022-02-24 18:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2192,0.0,5.0,Safety System Activation,3.0,2022-02-24 20:00:00,2022-02-24 23:00:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2193,0.0,5.0,Extended Grid Outage,17.67,2022-02-25 12:20:00,2022-02-26 06:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2194,0.0,5.0,Grid Frequency Deviation,0.0,2022-02-26 07:10:00,2022-02-26 07:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2195,0.0,5.0,Momentary Grid Loss,0.67,2022-02-26 10:20:00,2022-02-26 11:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2196,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-02-27 03:00:00,2022-02-27 03:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2197,0.0,5.0,Grid Frequency Deviation,1.17,2022-02-27 04:50:00,2022-02-27 06:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2198,0.0,5.0,Safety System Activation,3.67,2022-02-27 07:00:00,2022-02-27 10:40:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2199,0.0,5.0,Grid Voltage Fluctuation,1.33,2022-02-27 21:20:00,2022-02-27 22:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2200,0.0,5.0,Overspeed Protection Triggered,2.67,2022-02-28 00:00:00,2022-02-28 02:40:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2201,0.0,5.0,Momentary Grid Loss,1.17,2022-02-28 03:50:00,2022-02-28 05:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2202,0.0,5.0,Grid Voltage Fluctuation,0.17,2022-02-28 06:00:00,2022-02-28 06:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2203,0.0,5.0,Extended Grid Outage,9.33,2022-02-28 07:20:00,2022-02-28 16:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2204,0.0,5.0,Main Controller Fault,5.0,2022-02-28 19:10:00,2022-03-01 00:10:00,Software & Controls,SCADA & Controls Team,Unknown
2205,0.0,5.0,Extended Grid Outage,14.83,2022-03-01 01:40:00,2022-03-01 16:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2206,0.0,5.0,Overspeed Protection Triggered,4.67,2022-03-01 18:40:00,2022-03-01 23:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2207,0.0,5.0,Safety System Activation,3.17,2022-03-02 03:40:00,2022-03-02 06:50:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2208,0.0,5.0,Grid Voltage Fluctuation,0.67,2022-03-02 08:30:00,2022-03-02 09:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2209,0.0,5.0,Grid Frequency Deviation,1.33,2022-03-02 10:10:00,2022-03-02 11:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2210,0.0,5.0,Momentary Grid Loss,1.67,2022-03-04 00:20:00,2022-03-04 02:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2211,0.0,5.0,Grid Voltage Fluctuation,1.67,2022-03-04 04:00:00,2022-03-04 05:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2212,0.0,5.0,Main Controller Fault,5.17,2022-03-04 07:00:00,2022-03-04 12:10:00,Software & Controls,SCADA & Controls Team,Unknown
2213,0.0,5.0,Extended Grid Outage,7.5,2022-03-04 22:20:00,2022-03-05 05:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2214,0.0,5.0,Grid Voltage Fluctuation,0.5,2022-03-05 07:00:00,2022-03-05 07:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2215,0.0,5.0,Grid Frequency Deviation,1.67,2022-03-05 21:50:00,2022-03-05 23:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2216,0.0,5.0,Momentary Grid Loss,0.0,2022-03-06 06:10:00,2022-03-06 06:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2217,0.0,5.0,Emergency Brake Activation,3.17,2022-03-06 07:10:00,2022-03-06 10:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2218,0.0,5.0,Grid Frequency Deviation,0.5,2022-03-06 14:20:00,2022-03-06 14:50:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2219,0.0,5.0,Safety System Activation,4.67,2022-03-06 23:20:00,2022-03-07 04:00:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2220,0.0,5.0,Grid Voltage Fluctuation,1.33,2022-03-07 05:10:00,2022-03-07 06:30:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2221,0.0,5.0,Grid Frequency Deviation,0.0,2022-03-07 08:40:00,2022-03-07 08:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2222,0.0,5.0,Momentary Grid Loss,0.17,2022-03-09 10:30:00,2022-03-09 10:40:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2223,0.0,5.0,Extended Grid Outage,7.33,2022-03-09 15:50:00,2022-03-09 23:10:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2224,0.0,5.0,Overspeed Protection Triggered,2.83,2022-03-10 01:40:00,2022-03-10 04:30:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2225,0.0,5.0,Safety System Activation,3.5,2022-03-10 10:10:00,2022-03-10 13:40:00,Electrical - Emergency Response,Emergency Response Team,Unknown
2226,0.0,5.0,Grid Voltage Fluctuation,0.83,2022-03-10 15:10:00,2022-03-10 16:00:00,Grid Operations & Connectivity,Grid Management Team,Unknown
2227,0.0,5.0,Overspeed Protection Triggered,4.67,2022-03-10 17:40:00,2022-03-10 22:20:00,Mechanical - Safety Systems,Mechanical Safety Team,Unknown
2228,0.0,5.0,Safety System Activation,3.0,2022-03-10 23:20:00,2022-03-11 02:20:00,Electrical - Emergency Response,Emergency Response Team,Unknown
